2025-11-22 18:09:30,473 | AEGIS.MAIN           | INFO     | --- INITIALIZING FORENSIC SUBSYSTEMS ---
2025-11-22 18:53:28,919 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (598.70). Sensors contradict Thermodynamics.
2025-11-22 18:53:29,920 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (309.95). Sensors contradict Thermodynamics.
2025-11-22 18:53:30,921 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (331.77). Sensors contradict Thermodynamics.
2025-11-22 18:53:31,921 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (303.11). Sensors contradict Thermodynamics.
2025-11-22 18:53:32,923 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (226.53). Sensors contradict Thermodynamics.
2025-11-22 18:53:33,924 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (213.98). Sensors contradict Thermodynamics.
2025-11-22 18:53:34,925 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (314.24). Sensors contradict Thermodynamics.
2025-11-22 18:53:35,925 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (373.71). Sensors contradict Thermodynamics.
2025-11-22 18:53:36,926 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (307.16). Sensors contradict Thermodynamics.
2025-11-22 18:53:37,928 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (642.59). Sensors contradict Thermodynamics.
2025-11-22 18:53:38,928 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (520.24). Sensors contradict Thermodynamics.
2025-11-22 18:53:39,929 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (643.75). Sensors contradict Thermodynamics.
2025-11-22 18:53:40,929 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1104.79). Sensors contradict Thermodynamics.
2025-11-22 18:53:41,931 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1236.29). Sensors contradict Thermodynamics.
2025-11-22 18:53:42,931 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1496.16). Sensors contradict Thermodynamics.
2025-11-22 18:53:43,933 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1733.81). Sensors contradict Thermodynamics.
2025-11-22 18:53:44,933 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1537.35). Sensors contradict Thermodynamics.
2025-11-22 18:53:45,933 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1672.78). Sensors contradict Thermodynamics.
2025-11-22 18:53:46,934 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1862.32). Sensors contradict Thermodynamics.
2025-11-22 18:53:47,934 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2305.20). Sensors contradict Thermodynamics.
2025-11-22 18:53:48,935 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2112.26). Sensors contradict Thermodynamics.
2025-11-22 18:53:49,936 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2041.48). Sensors contradict Thermodynamics.
2025-11-22 18:53:50,937 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2132.07). Sensors contradict Thermodynamics.
2025-11-22 18:53:51,938 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1739.74). Sensors contradict Thermodynamics.
2025-11-22 18:53:52,939 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1784.32). Sensors contradict Thermodynamics.
2025-11-22 18:53:53,940 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1647.75). Sensors contradict Thermodynamics.
2025-11-22 18:53:54,940 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1328.58). Sensors contradict Thermodynamics.
2025-11-22 18:54:05,947 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (426.52). Sensors contradict Thermodynamics.
2025-11-22 18:54:06,948 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (280.43). Sensors contradict Thermodynamics.
2025-11-22 18:54:07,950 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (388.10). Sensors contradict Thermodynamics.
2025-11-22 18:54:08,950 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (471.14). Sensors contradict Thermodynamics.
2025-11-22 18:54:09,950 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (571.49). Sensors contradict Thermodynamics.
2025-11-22 18:54:10,952 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (846.23). Sensors contradict Thermodynamics.
2025-11-22 18:54:11,951 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (833.87). Sensors contradict Thermodynamics.
2025-11-22 18:54:12,952 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1009.07). Sensors contradict Thermodynamics.
2025-11-22 18:54:13,953 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1202.54). Sensors contradict Thermodynamics.
2025-11-22 18:54:14,954 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1385.41). Sensors contradict Thermodynamics.
2025-11-22 18:54:15,954 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1695.11). Sensors contradict Thermodynamics.
2025-11-22 18:54:16,955 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1746.07). Sensors contradict Thermodynamics.
2025-11-22 18:54:17,956 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2230.90). Sensors contradict Thermodynamics.
2025-11-22 18:54:18,957 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2207.87). Sensors contradict Thermodynamics.
2025-11-22 18:54:19,957 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1962.41). Sensors contradict Thermodynamics.
2025-11-22 18:54:20,958 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2132.96). Sensors contradict Thermodynamics.
2025-11-22 18:54:21,959 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2119.93). Sensors contradict Thermodynamics.
2025-11-22 18:54:22,960 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1773.32). Sensors contradict Thermodynamics.
2025-11-22 18:54:23,961 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2033.32). Sensors contradict Thermodynamics.
2025-11-22 18:54:24,961 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1710.36). Sensors contradict Thermodynamics.
2025-11-22 18:54:25,961 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1351.71). Sensors contradict Thermodynamics.
2025-11-22 18:54:26,963 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1468.64). Sensors contradict Thermodynamics.
2025-11-22 18:54:27,962 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (962.55). Sensors contradict Thermodynamics.
2025-11-22 18:54:28,963 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (764.97). Sensors contradict Thermodynamics.
2025-11-22 18:54:29,964 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (862.53). Sensors contradict Thermodynamics.
2025-11-22 18:54:30,965 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (548.31). Sensors contradict Thermodynamics.
2025-11-22 18:54:31,966 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (535.67). Sensors contradict Thermodynamics.
2025-11-22 18:54:32,968 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (443.98). Sensors contradict Thermodynamics.
2025-11-22 18:54:33,968 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (304.33). Sensors contradict Thermodynamics.
2025-11-22 18:54:34,968 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (236.44). Sensors contradict Thermodynamics.
2025-11-22 18:54:35,969 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (318.58). Sensors contradict Thermodynamics.
2025-11-22 18:54:36,969 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (286.08). Sensors contradict Thermodynamics.
2025-11-22 18:54:37,971 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (218.26). Sensors contradict Thermodynamics.
2025-11-22 18:54:38,972 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (307.39). Sensors contradict Thermodynamics.
2025-11-22 18:54:39,971 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (319.73). Sensors contradict Thermodynamics.
2025-11-22 18:54:40,972 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (556.99). Sensors contradict Thermodynamics.
2025-11-22 18:54:41,973 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (728.76). Sensors contradict Thermodynamics.
2025-11-22 18:54:42,975 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (869.63). Sensors contradict Thermodynamics.
2025-11-22 18:54:43,975 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (915.43). Sensors contradict Thermodynamics.
2025-11-22 18:54:44,976 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1038.95). Sensors contradict Thermodynamics.
2025-11-22 18:54:45,977 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1302.70). Sensors contradict Thermodynamics.
2025-11-22 18:54:46,978 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1382.46). Sensors contradict Thermodynamics.
2025-11-22 18:54:47,979 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1827.07). Sensors contradict Thermodynamics.
2025-11-22 18:54:48,979 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1951.64). Sensors contradict Thermodynamics.
2025-11-22 18:54:49,980 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2132.75). Sensors contradict Thermodynamics.
2025-11-22 18:54:50,981 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2196.60). Sensors contradict Thermodynamics.
2025-11-22 18:54:51,982 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1949.56). Sensors contradict Thermodynamics.
2025-11-22 18:54:52,983 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1975.42). Sensors contradict Thermodynamics.
2025-11-22 18:54:53,983 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2072.02). Sensors contradict Thermodynamics.
2025-11-22 18:54:54,984 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1726.51). Sensors contradict Thermodynamics.
2025-11-22 18:54:56,987 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (14.80). Sensors contradict Thermodynamics.
2025-11-22 18:54:57,989 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.36). Sensors contradict Thermodynamics.
2025-11-22 18:54:58,990 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.82). Sensors contradict Thermodynamics.
2025-11-22 18:54:59,990 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.66). Sensors contradict Thermodynamics.
2025-11-22 18:55:05,994 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (296.69). Sensors contradict Thermodynamics.
2025-11-22 18:55:06,995 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (269.39). Sensors contradict Thermodynamics.
2025-11-22 18:55:07,996 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (341.21). Sensors contradict Thermodynamics.
2025-11-22 18:55:08,998 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (254.54). Sensors contradict Thermodynamics.
2025-11-22 18:55:09,998 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (310.30). Sensors contradict Thermodynamics.
2025-11-22 18:55:10,999 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (385.33). Sensors contradict Thermodynamics.
2025-11-22 18:55:11,999 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (449.65). Sensors contradict Thermodynamics.
2025-11-22 18:55:13,001 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (717.16). Sensors contradict Thermodynamics.
2025-11-22 18:55:14,002 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (714.69). Sensors contradict Thermodynamics.
2025-11-22 18:55:15,003 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (811.79). Sensors contradict Thermodynamics.
2025-11-22 18:55:16,004 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1228.42). Sensors contradict Thermodynamics.
2025-11-22 18:55:17,004 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1410.14). Sensors contradict Thermodynamics.
2025-11-22 18:55:18,004 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1266.97). Sensors contradict Thermodynamics.
2025-11-22 18:55:19,005 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1698.46). Sensors contradict Thermodynamics.
2025-11-22 18:55:20,006 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1769.13). Sensors contradict Thermodynamics.
2025-11-22 18:55:21,006 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2208.01). Sensors contradict Thermodynamics.
2025-11-22 18:55:22,006 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2030.03). Sensors contradict Thermodynamics.
2025-11-22 18:55:23,007 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2213.73). Sensors contradict Thermodynamics.
2025-11-22 18:55:24,008 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2008.46). Sensors contradict Thermodynamics.
2025-11-22 18:55:25,009 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2011.46). Sensors contradict Thermodynamics.
2025-11-22 18:55:26,011 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1892.50). Sensors contradict Thermodynamics.
2025-11-22 18:55:27,012 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1824.59). Sensors contradict Thermodynamics.
2025-11-22 18:55:28,011 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1457.36). Sensors contradict Thermodynamics.
2025-11-22 18:55:29,012 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1411.14). Sensors contradict Thermodynamics.
2025-11-22 18:55:30,012 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1121.67). Sensors contradict Thermodynamics.
2025-11-22 18:55:31,013 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1126.30). Sensors contradict Thermodynamics.
2025-11-22 18:55:32,015 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (981.94). Sensors contradict Thermodynamics.
2025-11-22 18:55:33,016 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (555.40). Sensors contradict Thermodynamics.
2025-11-22 18:55:34,016 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (658.79). Sensors contradict Thermodynamics.
2025-11-22 18:55:35,017 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (383.49). Sensors contradict Thermodynamics.
2025-11-22 18:55:36,018 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (385.19). Sensors contradict Thermodynamics.
2025-11-22 18:55:37,018 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (278.29). Sensors contradict Thermodynamics.
2025-11-22 18:55:38,019 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (279.46). Sensors contradict Thermodynamics.
2025-11-22 18:55:39,021 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (387.15). Sensors contradict Thermodynamics.
2025-11-22 18:55:40,022 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (345.58). Sensors contradict Thermodynamics.
2025-11-22 18:55:41,022 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (294.24). Sensors contradict Thermodynamics.
2025-11-22 18:55:42,021 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (298.91). Sensors contradict Thermodynamics.
2025-11-22 18:55:43,023 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (514.37). Sensors contradict Thermodynamics.
2025-11-22 18:55:44,024 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (580.30). Sensors contradict Thermodynamics.
2025-11-22 18:55:45,024 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (791.52). Sensors contradict Thermodynamics.
2025-11-22 18:55:46,025 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (794.98). Sensors contradict Thermodynamics.
2025-11-22 18:55:47,026 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (987.20). Sensors contradict Thermodynamics.
2025-11-22 18:55:48,027 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1002.24). Sensors contradict Thermodynamics.
2025-11-22 18:55:49,028 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1331.25). Sensors contradict Thermodynamics.
2025-11-22 18:55:50,028 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1708.78). Sensors contradict Thermodynamics.
2025-11-22 18:55:51,031 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1534.30). Sensors contradict Thermodynamics.
2025-11-22 18:55:52,032 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1996.06). Sensors contradict Thermodynamics.
2025-11-22 18:55:53,032 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2186.76). Sensors contradict Thermodynamics.
2025-11-22 18:55:54,033 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2253.68). Sensors contradict Thermodynamics.
2025-11-22 18:55:55,033 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2105.78). Sensors contradict Thermodynamics.
2025-11-22 18:55:57,034 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.26). Sensors contradict Thermodynamics.
2025-11-22 18:55:58,036 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (16.63). Sensors contradict Thermodynamics.
2025-11-22 18:55:59,035 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (16.44). Sensors contradict Thermodynamics.
2025-11-22 18:56:00,036 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (13.40). Sensors contradict Thermodynamics.
2025-11-22 18:56:01,038 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (14.71). Sensors contradict Thermodynamics.
2025-11-22 18:56:02,038 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.24). Sensors contradict Thermodynamics.
2025-11-22 18:56:03,039 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (9.44). Sensors contradict Thermodynamics.
2025-11-22 18:56:06,042 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (554.21). Sensors contradict Thermodynamics.
2025-11-22 18:56:07,043 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (301.18). Sensors contradict Thermodynamics.
2025-11-22 18:56:08,043 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (362.01). Sensors contradict Thermodynamics.
2025-11-22 18:56:09,043 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (380.38). Sensors contradict Thermodynamics.
2025-11-22 18:56:10,045 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (191.56). Sensors contradict Thermodynamics.
2025-11-22 18:56:11,046 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (263.76). Sensors contradict Thermodynamics.
2025-11-22 18:56:12,047 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (260.66). Sensors contradict Thermodynamics.
2025-11-22 18:56:13,047 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (414.70). Sensors contradict Thermodynamics.
2025-11-22 18:56:14,049 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (315.04). Sensors contradict Thermodynamics.
2025-11-22 18:56:15,050 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (581.04). Sensors contradict Thermodynamics.
2025-11-22 18:56:16,050 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (762.16). Sensors contradict Thermodynamics.
2025-11-22 18:56:17,052 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (696.15). Sensors contradict Thermodynamics.
2025-11-22 18:56:18,052 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (808.60). Sensors contradict Thermodynamics.
2025-11-22 18:56:19,053 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1057.16). Sensors contradict Thermodynamics.
2025-11-22 18:56:20,054 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1421.49). Sensors contradict Thermodynamics.
2025-11-22 18:56:21,055 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1505.11). Sensors contradict Thermodynamics.
2025-11-22 18:56:22,055 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1911.42). Sensors contradict Thermodynamics.
2025-11-22 18:56:23,057 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1669.69). Sensors contradict Thermodynamics.
2025-11-22 18:56:24,059 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1761.09). Sensors contradict Thermodynamics.
2025-11-22 18:56:25,058 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2226.09). Sensors contradict Thermodynamics.
2025-11-22 18:56:26,059 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1999.94). Sensors contradict Thermodynamics.
2025-11-22 18:56:27,061 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2161.37). Sensors contradict Thermodynamics.
2025-11-22 18:56:28,062 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2132.60). Sensors contradict Thermodynamics.
2025-11-22 18:56:29,064 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1745.57). Sensors contradict Thermodynamics.
2025-11-22 18:56:30,064 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1997.41). Sensors contradict Thermodynamics.
2025-11-22 18:56:31,065 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1614.58). Sensors contradict Thermodynamics.
2025-11-22 18:56:32,065 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1360.45). Sensors contradict Thermodynamics.
2025-11-22 18:56:33,067 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1440.58). Sensors contradict Thermodynamics.
2025-11-22 18:56:34,068 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (844.56). Sensors contradict Thermodynamics.
2025-11-22 18:56:35,069 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (882.71). Sensors contradict Thermodynamics.
2025-11-22 18:56:36,068 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (692.47). Sensors contradict Thermodynamics.
2025-11-22 18:56:37,070 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (577.86). Sensors contradict Thermodynamics.
2025-11-22 18:56:38,070 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (482.13). Sensors contradict Thermodynamics.
2025-11-22 18:56:39,072 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (314.50). Sensors contradict Thermodynamics.
2025-11-22 18:56:40,072 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (254.39). Sensors contradict Thermodynamics.
2025-11-22 18:56:41,072 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (339.88). Sensors contradict Thermodynamics.
2025-11-22 18:56:42,074 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (249.03). Sensors contradict Thermodynamics.
2025-11-22 18:56:43,073 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (404.31). Sensors contradict Thermodynamics.
2025-11-22 18:56:44,074 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (297.19). Sensors contradict Thermodynamics.
2025-11-22 18:56:45,075 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (438.67). Sensors contradict Thermodynamics.
2025-11-22 18:56:46,075 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (535.49). Sensors contradict Thermodynamics.
2025-11-22 18:56:47,076 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (554.13). Sensors contradict Thermodynamics.
2025-11-22 18:56:48,077 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (570.50). Sensors contradict Thermodynamics.
2025-11-22 18:56:49,078 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (927.85). Sensors contradict Thermodynamics.
2025-11-22 18:56:50,078 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1270.31). Sensors contradict Thermodynamics.
2025-11-22 18:56:51,078 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1316.46). Sensors contradict Thermodynamics.
2025-11-22 18:56:52,081 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1593.11). Sensors contradict Thermodynamics.
2025-11-22 18:56:53,082 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1421.88). Sensors contradict Thermodynamics.
2025-11-22 18:56:54,082 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1953.15). Sensors contradict Thermodynamics.
2025-11-22 18:56:55,083 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2182.17). Sensors contradict Thermodynamics.
2025-11-22 18:56:57,083 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (20.30). Sensors contradict Thermodynamics.
2025-11-22 18:56:58,085 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (19.89). Sensors contradict Thermodynamics.
2025-11-22 18:56:59,086 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (23.72). Sensors contradict Thermodynamics.
2025-11-22 18:57:00,086 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (19.19). Sensors contradict Thermodynamics.
2025-11-22 18:57:01,087 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (20.16). Sensors contradict Thermodynamics.
2025-11-22 18:57:02,088 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.87). Sensors contradict Thermodynamics.
2025-11-22 18:57:03,088 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (14.21). Sensors contradict Thermodynamics.
2025-11-22 18:57:04,088 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.06). Sensors contradict Thermodynamics.
2025-11-22 18:57:05,089 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.05). Sensors contradict Thermodynamics.
2025-11-22 18:57:06,089 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1029.54). Sensors contradict Thermodynamics.
2025-11-22 18:57:07,091 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (644.18). Sensors contradict Thermodynamics.
2025-11-22 18:57:08,091 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (488.97). Sensors contradict Thermodynamics.
2025-11-22 18:57:09,093 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (376.16). Sensors contradict Thermodynamics.
2025-11-22 18:57:10,093 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (365.91). Sensors contradict Thermodynamics.
2025-11-22 18:57:11,094 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (395.98). Sensors contradict Thermodynamics.
2025-11-22 18:57:12,096 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (260.32). Sensors contradict Thermodynamics.
2025-11-22 18:57:13,095 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (287.81). Sensors contradict Thermodynamics.
2025-11-22 18:57:14,097 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (287.42). Sensors contradict Thermodynamics.
